"","playerid","Name","pr","adp","R","HR","RBI","RC","AVG","OPS","IP","SO","QS","ERA","WHIP","SVHD","Year","ESPNID","ESPNNAME"
"511","12926","Alen Hanson",-11.0730009620505,NA,-1.35904459339671,-1.32010281813112,-1.31812096074657,-1.4171665214086,-2.43445411774117,-3.22411195062636,NA,NA,NA,NA,NA,NA,2020,32560,"Alen Hanson"
"512","12284","Kevan Smith",-25.8260092767784,NA,-1.65034971416944,-1.32010281813112,-1.60918389859976,-1.54645840008526,-10.5265900871542,-9.17332435863866,NA,NA,NA,NA,NA,NA,2020,32618,"Kevan Smith"
"513","14212","Josh Hader",10.2693432835419,"44.8",NA,NA,NA,NA,NA,NA,-0.733708905863946,3.52867661981875,-0.393303965238029,2.71509346514714,3.01024086720725,2.14234520247077,2020,32760,"Josh Hader"
"514","13125","Gerrit Cole",10.1351444385224,"6.1",NA,NA,NA,NA,NA,NA,1.92520644208634,1.98149071566468,2.51183698044654,1.78108078538532,2.63164168156872,-0.696112166629158,2020,32081,"Gerrit Cole"
"515","8700","Justin Verlander",9.01968246335001,"15.7",NA,NA,NA,NA,NA,NA,1.35171489645001,1.46576208094665,2.51183698044654,1.56553939774798,2.82094127438799,-0.696112166629158,2020,6341,"Justin Verlander"
"516","3137","Max Scherzer",8.8377281854623,"15.2",NA,NA,NA,NA,NA,NA,1.61239287173925,1.57463812605379,1.7855517440254,1.83496613229466,2.72629147797836,-0.696112166629158,2020,28976,"Max Scherzer"
"517","14710","Edwin Diaz",8.41016339075338,"107.6",NA,NA,NA,NA,NA,NA,-0.942251286095341,2.56025285018157,-0.393303965238029,2.24808712526623,2.53699188515909,2.40038678147986,2020,35394,"Edwin Diaz"
"518","10954","Jacob deGrom",8.12593033964042,"8.9",NA,NA,NA,NA,NA,NA,1.7687996569128,1.03598821868163,1.7855517440254,1.97866039071955,2.2530424959302,-0.696112166629158,2020,32796,"Jacob deGrom"
"519","18337","Nick Anderson",7.30440289620997,"123.3",NA,NA,NA,NA,NA,NA,-0.942251286095341,2.42272521425676,-0.393303965238029,1.72719543847598,2.34769229233983,2.14234520247077,2020,38102,"Nick Anderson"
"520","9073","Kirby Yates",7.27027437886264,"61.1",NA,NA,NA,NA,NA,NA,-0.99438688115319,2.27373694200489,-1.11958920165917,2.10439286684134,2.34769229233983,2.65842836048894,2020,32623,"Kirby Yates"
"521","3548","Liam Hendriks",7.14073352643874,"75.9",NA,NA,NA,NA,NA,NA,-0.837980095979644,1.73508703463273,-0.393303965238029,1.88885147920399,2.34769229233983,2.40038678147986,2020,31755,"Liam Hendriks"
"522","10131","Stephen Strasburg",7.07613045746927,"28.4",NA,NA,NA,NA,NA,NA,1.71666406185495,0.697899447033151,2.51183698044654,1.34999801011063,1.49584412465316,-0.696112166629158,2020,30373,"Stephen Strasburg"
"523","10233","Aroldis Chapman",7.0245113842882,"76",NA,NA,NA,NA,NA,NA,-1.04652247621104,2.72643207692404,-1.11958920165917,2.28401068987246,1.77979351388205,2.40038678147986,2020,30442,"Aroldis Chapman"
"524","17479","Jack Flaherty",6.67827566251057,"22.8",NA,NA,NA,NA,NA,NA,1.50812168162355,0.955763764392163,1.7855517440254,1.43980692162619,1.68514371747242,-0.696112166629158,2020,33837,"Jack Flaherty"
"525","19374","Walker Buehler",6.50214834037861,"14.8",NA,NA,NA,NA,NA,NA,1.4559860865657,0.732281356014353,1.7855517440254,1.34999801011063,1.87444331029168,-0.696112166629158,2020,39251,"Walker Buehler"
"526","2036","Clayton Kershaw",6.04807820085118,"35.1",NA,NA,NA,NA,NA,NA,1.71666406185495,-0.0183903234085474,1.7855517440254,1.38592157471686,1.87444331029168,-0.696112166629158,2020,28963,"Clayton Kershaw"
"527","13543","Blake Snell",6.01362720916182,"46.7",NA,NA,NA,NA,NA,NA,1.03890132610291,1.32823444502185,1.7855517440254,1.43980692162619,1.11724493901463,-0.696112166629158,2020,33748,"Blake Snell"
"528","19427","Shane Bieber",5.86592868907625,"25.8",NA,NA,NA,NA,NA,NA,1.61239287173925,0.434304811510606,1.7855517440254,1.04464771095773,1.68514371747242,-0.696112166629158,2020,40912,"Shane Bieber"
"529","15474","Lucas Giolito",5.85655022180063,"47.5",NA,NA,NA,NA,NA,NA,1.35171489645001,1.20789776358764,1.7855517440254,0.900953452532835,1.3065445318339,-0.696112166629158,2020,32697,"Lucas Giolito"
"530","4676","Charlie Morton",5.82932614944957,"49.2",NA,NA,NA,NA,NA,NA,1.35171489645001,0.772393583159088,1.7855517440254,1.40388335701997,1.21189473542426,-0.696112166629158,2020,29155,"Charlie Morton"
"531","13764","Roberto Osuna",5.77246681100548,"66.8",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.720820719687286,-0.393303965238029,1.47573048623242,2.2530424959302,2.65842836048894,2020,32693,"Roberto Osuna"
"532","12808","Mike Clevinger",5.44961714422403,"21.3",NA,NA,NA,NA,NA,NA,1.35171489645001,1.0130669460275,1.7855517440254,0.972800581745282,1.022595142605,-0.696112166629158,2020,32769,"Mike Clevinger"
"533","9111","Brad Hand",5.37323382914994,"94.4",NA,NA,NA,NA,NA,NA,-0.942251286095341,1.51160462625492,-0.393303965238029,1.20630375168574,1.59049392106279,2.40038678147986,2020,31077,"Brad Hand"
"534","3096","Kenley Jansen",4.8113398380691,"84.1",NA,NA,NA,NA,NA,NA,-0.99438688115319,1.0130669460275,-1.11958920165917,1.02668592865462,1.96909310670131,2.91646993949803,2020,29630,"Kenley Jansen"
"535","12910","Ken Giles",4.62529440148756,"101.5",NA,NA,NA,NA,NA,NA,-0.942251286095341,1.63194130768913,-1.11958920165917,1.51165405083864,1.40119432824353,2.14234520247077,2020,32762,"Ken Giles"
"536","11828","James Paxton",4.60411672728366,"95.9",NA,NA,NA,NA,NA,NA,1.03890132610291,0.875539310102693,1.7855517440254,0.577641371076819,1.022595142605,-0.696112166629158,2020,31980,"James Paxton"
"537","9323","Patrick Corbin",4.57254514851423,"47.7",NA,NA,NA,NA,NA,NA,1.61239287173925,0.451495766001207,1.7855517440254,0.775220976411051,0.643995956966481,-0.696112166629158,2020,31313,"Patrick Corbin"
"538","14374","Tyler Glasnow",4.56568674374132,"70.2",NA,NA,NA,NA,NA,NA,0.569680970582273,1.53452589890906,1.05926650760426,1.17038018707951,0.927945346195373,-0.696112166629158,2020,33190,"Tyler Glasnow"
"539","6632","Carlos Carrasco",4.56416665708162,"130.3",NA,NA,NA,NA,NA,NA,0.934630135987215,0.566102129271879,1.7855517440254,0.667450282592379,1.3065445318339,-0.696112166629158,2020,28968,"Carlos Carrasco"
"540","6655","Craig Kimbrel",4.52150826960851,"128",NA,NA,NA,NA,NA,NA,-0.942251286095341,2.08463644260828,-1.11958920165917,1.17038018707951,0.927945346195373,2.40038678147986,2020,30653,"Craig Kimbrel"
"541","12703","Trevor Bauer",4.480053500392,"81.5",NA,NA,NA,NA,NA,NA,1.7687996569128,0.738011674177887,1.7855517440254,0.523756024167483,0.360046567737589,-0.696112166629158,2020,32014,"Trevor Bauer"
"542","13074","Yu Darvish",4.44053924314073,"53.5",NA,NA,NA,NA,NA,NA,1.29957930139216,0.898460582756827,1.05926650760426,0.667450282592379,1.21189473542426,-0.696112166629158,2020,32055,"Yu Darvish"
"543","13449","Taylor Rogers",4.28912364053682,"83.9",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.812505810303823,-1.11958920165917,1.54757761544486,1.59049392106279,2.40038678147986,2020,33671,"Taylor Rogers"
"544","7005","Ryan Pressly",4.26625233167478,"326",NA,NA,NA,NA,NA,NA,-0.942251286095341,1.28812221787711,-1.11958920165917,1.96069860841644,1.96909310670131,1.11017888643443,2020,33072,"Ryan Pressly"
"545","12863","Matt Barnes",4.13161582881998,"521.7",NA,NA,NA,NA,NA,NA,-0.890115691037493,2.33677044180376,-0.393303965238029,1.34999801011063,0.360046567737589,1.36822046544352,2020,32147,"Matt Barnes"
"546","8048","Will Smith",4.10456335009438,"176.8",NA,NA,NA,NA,NA,NA,-1.09865807126889,1.65486258034326,-1.11958920165917,1.70923365617287,1.59049392106279,1.36822046544352,2020,31549,"Will Smith"
"547","20099","Chris Paddack",3.89861354610162,"52.9",NA,NA,NA,NA,NA,NA,1.09103692116076,0.245204312113998,1.05926650760426,0.703373847198603,1.49584412465316,-0.696112166629158,2020,35999,"Chris Paddack"
"548","1943","Zack Greinke",3.8888281248161,"61.3",NA,NA,NA,NA,NA,NA,1.6645284667971,-0.408051958528832,1.7855517440254,0.236367507317692,1.3065445318339,-0.696112166629158,2020,5883,"Zack Greinke"
"549","15552","Chad Green",3.87200610593731,"565.1",NA,NA,NA,NA,NA,NA,-1.04652247621104,1.64340194401619,-1.11958920165917,1.54757761544486,2.2530424959302,0.594095728416265,2020,33325,"Chad Green"
"550","15689","Luis Castillo",3.84159800873804,"41.7",NA,NA,NA,NA,NA,NA,1.50812168162355,0.474417038655341,1.05926650760426,0.757259194107939,0.738645753376111,-0.696112166629158,2020,35124,"Luis Castillo"
"551","16149","Aaron Nola",3.67126705593704,"66.9",NA,NA,NA,NA,NA,NA,1.61239287173925,0.348350039057602,1.05926650760426,0.703373847198603,0.643995956966481,-0.696112166629158,2020,33709,"Aaron Nola"
"552","19403","Colin Poche",3.53871027862184,"599",NA,NA,NA,NA,NA,NA,-1.25506485644243,1.98722103382821,-0.393303965238029,1.36795979241375,1.49584412465316,0.33605414940718,2020,40364,"Colin Poche"
"553","17130","Raisel Iglesias",3.47306749271402,"114.9",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.938572809901562,-0.393303965238029,0.541717806470595,0.927945346195373,2.40038678147986,2020,33618,"Raisel Iglesias"
"554","13801","Austin Adams",3.47251590454016,"543.5",NA,NA,NA,NA,NA,NA,-1.25506485644243,2.50294966854623,-1.11958920165917,1.94273682611333,0.54934616055685,0.852137307425349,2020,31660,"Austin Adams"
"555","14986","Giovanny Gallegos",3.44818846532656,"202.3",NA,NA,NA,NA,NA,NA,-1.04652247621104,1.12767330929817,-1.11958920165917,1.08057127556395,1.77979351388205,1.6262620444526,2020,36050,"Giovanny Gallegos"
"556","15761","Joe Jimenez",3.44014675139214,"176.8",NA,NA,NA,NA,NA,NA,-0.942251286095341,1.0818307639899,-0.393303965238029,0.649488500289267,0.643995956966481,2.40038678147986,2020,33760,"Joe Jimenez"
"557","6216","Dellin Betances",3.30228727147742,"399.4",NA,NA,NA,NA,NA,NA,-1.15079366632674,2.23362471486015,-1.11958920165917,1.81700434999154,0.927945346195373,0.594095728416265,2020,31122,"Dellin Betances"
"558","14696","Keone Kela",3.26880112614416,"178.5",NA,NA,NA,NA,NA,NA,-0.942251286095341,1.1162126729711,-1.11958920165917,0.95483879944217,1.11724493901463,2.14234520247077,2020,33497,"Keone Kela"
"559","2520","Lance Lynn",3.24395064178362,"110.6",NA,NA,NA,NA,NA,NA,1.50812168162355,0.428574493347073,1.7855517440254,0.236367507317692,-0.0185526179009341,-0.696112166629158,2020,30820,"Lance Lynn"
"560","14771","Emilio Pagan",3.18291685618513,"291.5",NA,NA,NA,NA,NA,NA,-0.942251286095341,1.0130669460275,-1.11958920165917,1.1524184047764,1.96909310670131,1.11017888643443,2020,33403,"Emilio Pagan"
"561","11804","Hector Neris",3.14684402100819,"122.4",NA,NA,NA,NA,NA,NA,-1.04652247621104,1.52306526258199,-1.11958920165917,0.882991670229723,1.022595142605,1.88430362346169,2020,32377,"Hector Neris"
"562","13743","Max Fried",3.12408717539044,"140.3",NA,NA,NA,NA,NA,NA,1.24744370633431,-0.0413115960626818,1.7855517440254,0.847068105623499,-0.0185526179009341,-0.696112166629158,2020,32685,"Max Fried"
"563","20151","James Karinchak",3.05675029245315,"389.4",NA,NA,NA,NA,NA,NA,-1.09865807126889,3.02440862142779,-1.11958920165917,1.51165405083864,-0.113202414310565,0.852137307425349,2020,40715,"James Karinchak"
"564","1581","Sean Doolittle",3.02818467554721,"178.8",NA,NA,NA,NA,NA,NA,-1.04652247621104,0.451495766001207,-0.393303965238029,0.541717806470595,1.59049392106279,1.88430362346169,2020,30283,"Sean Doolittle"
"565","14524","Jose Leclerc",2.97889677945099,"147.2",NA,NA,NA,NA,NA,NA,-0.942251286095341,2.03879389730001,-1.11958920165917,0.972800581745282,-0.113202414310565,2.14234520247077,2020,33926,"Jose Leclerc"
"566","15423","Andrew Heaney",2.93455652105277,"195.1",NA,NA,NA,NA,NA,NA,1.03890132610291,0.44003512967414,1.05926650760426,0.164520378105244,0.927945346195373,-0.696112166629158,2020,32672,"Andrew Heaney"
"567","11428","Brandon Workman",2.91460001734346,"132.8",NA,NA,NA,NA,NA,NA,-0.890115691037493,1.35115571767598,-0.393303965238029,0.559679588773707,-0.113202414310565,2.40038678147986,2020,32973,"Brandon Workman"
"568","17496","Diego Castillo",2.87914350847147,"343.3",NA,NA,NA,NA,NA,NA,-1.04652247621104,0.818236128467357,-0.393303965238029,1.36795979241375,1.022595142605,1.11017888643443,2020,39103,"Diego Castillo"
"569","19959","Jesus Luzardo",2.86953721372427,"96.9",NA,NA,NA,NA,NA,NA,0.621816565640122,0.199361766805729,1.05926650760426,0.757259194107939,0.927945346195373,-0.696112166629158,2020,39667,"Jesus Luzardo"
"570","16162","Brandon Woodruff",2.84584181131467,"83",NA,NA,NA,NA,NA,NA,1.29957930139216,0.348350039057602,1.05926650760426,0.380061765742588,0.454696364147219,-0.696112166629158,2020,37515,"Brandon Woodruff"
"571","19291","Zac Gallen",2.79376777335016,"125.4",NA,NA,NA,NA,NA,NA,1.03890132610291,0.503068629473009,1.05926650760426,0.433947112651924,0.454696364147219,-0.696112166629158,2020,39910,"Zac Gallen"
"572","11486","Robbie Ray",2.79188169195617,"164.8",NA,NA,NA,NA,NA,NA,1.14317251621861,1.28812221787711,1.05926650760426,0.110635031195908,-0.113202414310565,-0.696112166629158,2020,32175,"Robbie Ray"
"573","14309","Frankie Montas",2.77538579590582,"93.2",NA,NA,NA,NA,NA,NA,1.14317251621861,-0.115805732188618,1.7855517440254,0.48783245956126,0.170746974918327,-0.696112166629158,2020,33249,"Frankie Montas"
"574","17186","Dinelson Lamet",2.75062268296892,"129.6",NA,NA,NA,NA,NA,NA,0.673952160697971,1.12194299113464,1.05926650760426,0.326176418833252,0.265396771327958,-0.696112166629158,2020,36157,"Dinelson Lamet"
"575","12768","Sonny Gray",2.65133769543795,"95",NA,NA,NA,NA,NA,NA,1.24744370633431,0.210822403132796,1.05926650760426,0.469870677258148,0.360046567737589,-0.696112166629158,2020,32082,"Sonny Gray"
"576","14168","Jose Berrios",2.63883592878424,"66.8",NA,NA,NA,NA,NA,NA,1.5602572766814,-0.104345095861551,1.7855517440254,-0.266562397169443,0.360046567737589,-0.696112166629158,2020,32811,"Jose Berrios"
"577","15038","German Marquez",2.6307355470026,"197.6",NA,NA,NA,NA,NA,NA,1.40385049150785,0.0503734945538557,1.05926650760426,0.0747114665896846,0.738645753376111,-0.696112166629158,2020,34874,"German Marquez"
"578","12447","Seth Lugo",2.62591198684079,"264.4",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.629135629070748,-1.11958920165917,1.33203622780752,1.87444331029168,0.852137307425349,2020,34873,"Seth Lugo"
"579","6397","Jake Odorizzi",2.56470993955144,"175.2",NA,NA,NA,NA,NA,NA,1.19530811127646,0.245204312113998,1.7855517440254,-0.230638832563219,0.265396771327958,-0.696112166629158,2020,31654,"Jake Odorizzi"
"580","2429","Corey Kluber",2.54438920271005,"95.3",NA,NA,NA,NA,NA,NA,1.19530811127646,-0.0298509597356146,1.05926650760426,0.182482160408356,0.833295549785742,-0.696112166629158,2020,30981,"Corey Kluber"
"581","15440","Matthew Boyd",2.45953649425823,"151.3",NA,NA,NA,NA,NA,NA,1.09103692116076,0.497338311309476,1.05926650760426,-0.230638832563219,0.738645753376111,-0.696112166629158,2020,34401,"Matt Boyd"
"582","11384","Tommy Kahnle",2.44257902360975,"596.1",NA,NA,NA,NA,NA,NA,-0.890115691037493,1.780929579941,-1.11958920165917,1.08057127556395,0.738645753376111,0.852137307425349,2020,31867,"Tommy Kahnle"
"583","10430","Mychal Givens",2.39377101125465,"310",NA,NA,NA,NA,NA,NA,-0.942251286095341,1.26520094522298,-0.393303965238029,0.451908894955036,0.643995956966481,1.36822046544352,2020,31618,"Mychal Givens"
"584","15010","Corey Knebel",2.39206965405414,"315.4",NA,NA,NA,NA,NA,NA,-1.25506485644243,2.12474866975302,-1.11958920165917,1.40388335701997,0.643995956966481,0.594095728416265,2020,33206,"Corey Knebel"
"585","18383","Mike Soroka",2.37208804553328,"118.6",NA,NA,NA,NA,NA,NA,1.40385049150785,-0.832095502630317,1.05926650760426,0.793182758714163,0.643995956966481,-0.696112166629158,2020,34984,"Mike Soroka"
"586","17780","Jose Alvarado",2.32671122117529,"502.6",NA,NA,NA,NA,NA,NA,-1.04652247621104,1.22508871807824,-0.393303965238029,1.47573048623242,-0.302502007129826,1.36822046544352,2020,36063,"Jose Alvarado"
"587","14444","Hyun-Jin Ryu",2.30937677911929,"148.8",NA,NA,NA,NA,NA,NA,1.35171489645001,-0.488276412818302,1.05926650760426,0.344138201136364,0.738645753376111,-0.696112166629158,2020,32582,"Hyun-Jin Ryu"
"588","4806","Rich Hill",2.24573372361704,"186.2",NA,NA,NA,NA,NA,NA,0.517545375524425,0.646326583561349,1.05926650760426,0.0747114665896846,0.643995956966481,-0.696112166629158,2020,6321,"Rich Hill"
"589","14719","Ty Buttrey",2.15954961364394,"569.1",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.720820719687286,-0.393303965238029,1.27815088089819,0.643995956966481,0.852137307425349,2020,36206,"Ty Buttrey"
"590","18498","Kenta Maeda",1.99818498469066,"146.2",NA,NA,NA,NA,NA,NA,1.03890132610291,0.388462266202338,1.7855517440254,-0.500065567109898,-0.0185526179009341,-0.696112166629158,2020,34892,"Kenta Maeda"
"591","11426","Drew Pomeranz",1.95780053945081,"409",NA,NA,NA,NA,NA,NA,-1.09865807126889,1.38553762665718,-1.11958920165917,1.45776870392931,0.738645753376111,0.594095728416265,2020,31010,"Drew Pomeranz"
"592","10310","Zack Wheeler",1.95201849316929,"159",NA,NA,NA,NA,NA,NA,1.24744370633431,-0.241872731786357,1.05926650760426,0.12859681349902,0.454696364147219,-0.696112166629158,2020,31267,"Zack Wheeler"
"593","14120","Lance McCullers Jr.",1.94665868392144,"163.9",NA,NA,NA,NA,NA,NA,0.673952160697971,0.485877674982409,1.05926650760426,0.631526717986155,-0.207852210720196,-0.696112166629158,2020,32764,"Lance McCullers"
"594","10021","Mike Minor",1.90621672922076,"172.4",NA,NA,NA,NA,NA,NA,1.7687996569128,-0.402321640365298,1.7855517440254,-0.625798043231682,0.0760971785086965,-0.696112166629158,2020,30624,"Mike Minor"
"595","11847","Chris Martin",1.83247615246735,"592.3",NA,NA,NA,NA,NA,NA,-1.20292926138459,0.130597948843326,-1.11958920165917,1.7451572207791,1.68514371747242,0.594095728416265,2020,32903,"Chris Martin"
"596","14765","Julio Urias",1.71598428367933,"125.6",NA,NA,NA,NA,NA,NA,1.09103692116076,0.342619720894069,0.332981271183114,0.380061765742588,0.265396771327958,-0.696112166629158,2020,33223,"Julio Urias"
"597","8823","Oliver Drake",1.68657029197631,"592.2",NA,NA,NA,NA,NA,NA,-1.15079366632674,1.0130669460275,-1.11958920165917,1.42184513932308,0.927945346195373,0.594095728416265,2020,31615,"Oliver Drake"
"598","20186","Brendan McKay",1.65305708812648,"401.5",NA,NA,NA,NA,NA,NA,-0.108081765169761,0.646326583561349,0.332981271183114,0.739297411804827,0.738645753376111,-0.696112166629158,2020,41010,"Brendan McKay"
"599","19343","A.J. Puk",1.64291609156098,"215",NA,NA,NA,NA,NA,NA,0.830358945871517,0.543180856617745,1.05926650760426,0.3980235480457,-0.491801599949088,-0.696112166629158,2020,36201,"A.J. Puk"
"600","12918","Archie Bradley",1.59737201666643,"149.9",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.428574493347073,-1.11958920165917,0.685412064895491,-0.113202414310565,2.65842836048894,2020,32518,"Archie Bradley"
"601","6785","Andrew Miller",1.54938499425928,"543.2",NA,NA,NA,NA,NA,NA,-1.15079366632674,0.96722440071923,-0.393303965238029,1.00872414635151,0.265396771327958,0.852137307425349,2020,28563,"Andrew Miller"
"602","5524","Madison Bumgarner",1.50989458708326,"140.4",NA,NA,NA,NA,NA,NA,1.61239287173925,-0.402321640365298,1.05926650760426,-0.51802734941301,0.454696364147219,-0.696112166629158,2020,29949,"Madison Bumgarner"
"603","11682","Carlos Martinez",1.46068962755609,"163.7",NA,NA,NA,NA,NA,NA,-0.0038105750540632,-0.144457323006286,-0.393303965238029,0.721335629501715,0.170746974918327,1.11017888643443,2020,31340,"Carlos Martinez"
"604","12917","Dylan Bundy",1.42057242791779,"212.9",NA,NA,NA,NA,NA,NA,1.24744370633431,0.0446431763903221,1.05926650760426,-0.500065567109898,0.265396771327958,-0.696112166629158,2020,32094,"Dylan Bundy"
"605","1247","Adam Ottavino",1.41934144975259,"546.3",NA,NA,NA,NA,NA,NA,-0.890115691037493,1.56890780789026,-0.393303965238029,0.326176418833252,-0.302502007129826,1.11017888643443,2020,29705,"Adam Ottavino"
"606","12049","Kyle Hendricks",1.40364869851775,"150.7",NA,NA,NA,NA,NA,NA,1.24744370633431,-1.01546568386339,1.05926650760426,0.164520378105244,0.643995956966481,-0.696112166629158,2020,33173,"Kyle Hendricks"
"607","1514","Oliver Perez",1.36959525728864,"999",NA,NA,NA,NA,NA,NA,-0.99438688115319,0.554641492944812,-0.393303965238029,0.164520378105244,0.927945346195373,1.11017888643443,2020,5192,"Oliver Perez"
"608","13164","Eduardo Rodriguez",1.35513031313061,"167.9",NA,NA,NA,NA,NA,NA,1.14317251621861,0.107676676189192,1.05926650760426,-0.0510210095320991,-0.207852210720196,-0.696112166629158,2020,32675,"Eduardo Rodriguez"
"609","16390","Brad Wieck",1.32258735947653,"999",NA,NA,NA,NA,NA,NA,-1.15079366632674,1.90126626137521,-1.11958920165917,0.900953452532835,0.454696364147219,0.33605414940718,2020,36158,"Brad Wieck"
"610","12970","Joe Musgrove",1.29857095089635,"211.8",NA,NA,NA,NA,NA,NA,1.29957930139216,-0.637264685070175,1.05926650760426,-0.086944574138323,0.360046567737589,-0.696112166629158,2020,34848,"Joe Musgrove"
"611","16794","Joshua James",1.28011676126513,"237.8",NA,NA,NA,NA,NA,NA,0.204731805177332,1.37407699033012,0.332981271183114,0.272291071923916,-0.207852210720196,-0.696112166629158,2020,41128,"Josh James"
"612","14916","Jon Gray",1.23746857228606,"269",NA,NA,NA,NA,NA,NA,1.29957930139216,-0.0814238232074169,1.05926650760426,-0.230638832563219,-0.113202414310565,-0.696112166629158,2020,33203,"Jon Gray"
"613","14875","Caleb Smith",1.22269641659886,"245.9",NA,NA,NA,NA,NA,NA,1.24744370633431,0.15351922149746,1.05926650760426,-0.42821843789745,-0.113202414310565,-0.696112166629158,2020,36081,"Caleb Smith"
"614","11752","Luke Jackson",1.18710862979751,"595.6",NA,NA,NA,NA,NA,NA,-1.09865807126889,1.02452758235457,-1.11958920165917,1.33203622780752,0.454696364147219,0.594095728416265,2020,31749,"Luke Jackson"
"615","12988","Andrew Chafin",1.17740212733656,"999",NA,NA,NA,NA,NA,NA,-0.890115691037493,0.52025958396361,-1.11958920165917,1.38592157471686,0.170746974918327,1.11017888643443,2020,32810,"Andrew Chafin"
"616","18413","Jose Urquidy",1.16450592262574,"222.8",NA,NA,NA,NA,NA,NA,0.673952160697971,-0.218951459132223,1.05926650760426,-0.392294873291226,0.738645753376111,-0.696112166629158,2020,35759,"Jose Urquidy"
"617","13431","Marcus Stroman",1.10541386552054,"207.9",NA,NA,NA,NA,NA,NA,1.24744370633431,-0.969623138555123,1.05926650760426,0.577641371076819,-0.113202414310565,-0.696112166629158,2020,32815,"Marcus Stroman"
"618","15947","Ryne Stanek",1.05367397745421,"578.3",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.984415355209831,-1.11958920165917,0.918915234835947,0.360046567737589,0.852137307425349,2020,33301,"Ryne Stanek"
"619","6661","Alex Colome",1.03603011544487,"132.7",NA,NA,NA,NA,NA,NA,-0.942251286095341,-0.161648277496887,-0.393303965238029,0.0567496842865726,0.0760971785086965,2.40038678147986,2020,31255,"Alex Colome"
"620","13758","Tyler Duffey",1.01766917068925,"575.4",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.738011674177887,-1.11958920165917,0.3980235480457,0.833295549785742,1.11017888643443,2020,33668,"Tyler Duffey"
"621","3192","Will Harris",1.01698048452467,"560.4",NA,NA,NA,NA,NA,NA,-0.99438688115319,-0.0986147776980177,-1.11958920165917,1.26018909859507,1.11724493901463,0.852137307425349,2020,32566,"Will Harris"
"622","13781","Alex Wood",0.982800470773182,"242.8",NA,NA,NA,NA,NA,NA,0.673952160697971,-0.763331684667914,1.05926650760426,0.254329289620804,0.454696364147219,-0.696112166629158,2020,32620,"Alex Wood"
"623","9784","Garrett Richards",0.94584278974548,"246.1",NA,NA,NA,NA,NA,NA,0.72608775575582,-0.0756935050438833,0.332981271183114,0.48783245956126,0.170746974918327,-0.696112166629158,2020,30892,"Garrett Richards"
"624","12572","Blake Treinen",0.913250299221159,"370.2",NA,NA,NA,NA,NA,NA,-0.99438688115319,0.107676676189192,-0.393303965238029,1.17038018707951,0.170746974918327,0.852137307425349,2020,32185,"Blake Treinen"
"625","15764","Masahiro Tanaka",0.910120982430398,"231",NA,NA,NA,NA,NA,NA,1.24744370633431,-0.614343412416041,1.05926650760426,-0.446180220200562,0.360046567737589,-0.696112166629158,2020,33150,"Masahiro Tanaka"
"626","9761","Joe Kelly",0.89308909994428,"600.9",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.382731948038804,-1.11958920165917,1.38592157471686,0.0760971785086965,1.11017888643443,2020,31992,"Joe Kelly"
"627","6986","Ian Kennedy",0.886080931822361,"179.9",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.222283039459863,-1.11958920165917,0.12859681349902,0.454696364147219,2.14234520247077,2020,28864,"Ian Kennedy"
"628","13273","Ross Stripling",0.831114934773306,"224.1",NA,NA,NA,NA,NA,NA,0.152596210119483,-0.299175913421693,0.332981271183114,0.344138201136364,0.738645753376111,-0.438070587620073,2020,32789,"Ross Stripling"
"629","27458","Kwang-hyun Kim",0.830232206852633,"476.2",NA,NA,NA,NA,NA,NA,0.778223350813669,-0.700298184869045,1.05926650760426,0.21840572501458,0.170746974918327,-0.696112166629158,2020,42384,"Kwang-hyun Kim"
"630","5003","Jake Diekman",0.731201137000661,"597.2",NA,NA,NA,NA,NA,NA,-0.99438688115319,1.36834667216658,-1.11958920165917,1.11649484017018,-0.491801599949088,0.852137307425349,2020,32178,"Jake Diekman"
"631","19876","Kevin Ginkel",0.727398910094044,"536.2",NA,NA,NA,NA,NA,NA,-1.04652247621104,1.35688603583951,-1.11958920165917,0.48783245956126,0.454696364147219,0.594095728416265,2020,41432,"Kevin Ginkel"
"632","11801","Hansel Robles",0.716856511321094,"133.4",NA,NA,NA,NA,NA,NA,-0.942251286095341,0.35981067538467,-1.11958920165917,0.200443942711468,0.0760971785086965,2.14234520247077,2020,32666,"Hansel Robles"
"633","15467","Marco Gonzales",0.633623039914846,"525",NA,NA,NA,NA,NA,NA,1.50812168162355,-1.23321777407767,1.7855517440254,-0.42821843789745,-0.302502007129826,-0.696112166629158,2020,33158,"Marco Gonzales"
"634","16918","Luke Weaver",0.624043781044013,"201.7",NA,NA,NA,NA,NA,NA,0.621816565640122,-0.0986147776980177,1.05926650760426,-0.33840952638189,0.0760971785086965,-0.696112166629158,2020,33770,"Luke Weaver"
