,playerid,Name,Team,pr,rank,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,WHIP,ERA,SVHD
9,10078,Caleb Thielbar,MIN,3.706895902,164,NA,NA,NA,NA,NA,NA,NA,0.115954301,-0.571098736,0.290138728,1.055065875,1.239295266,1.577540469
1211,5254,Robbie Grossman,DET,3.685003232,164,207,1.169595627,0.520364946,0.670714201,1.011522294,-0.076388462,0.389194626,NA,NA,NA,NA,NA,NA
391,15256,Cole Sulser,BAL,3.670610735,165,NA,NA,NA,NA,NA,NA,NA,0.180808741,-0.571098736,0.354323809,0.521446652,0.946613711,2.238516559
684,18331,James Kaprielian,OAK,3.666809472,166,NA,NA,NA,NA,NA,NA,NA,1.196861632,1.330024199,1.16733484,0.610383189,0.031983851,-0.669778238
726,18806,Drew Steckenrider,SEA,3.637005981,167,NA,NA,NA,NA,NA,NA,NA,0.115954301,-0.571098736,0.05479343,0.966129337,0.964906308,2.106321341
903,19901,Gavin Sheets,CHW,3.60703029,165,NA,0.412049823,0.721433318,0.810353234,0.524281715,0.465629955,0.673282245,NA,NA,NA,NA,NA,NA
366,15042,Tim Mayza,TOR,3.60252287,168,NA,NA,NA,NA,NA,NA,NA,0.007863568,-0.571098736,0.097583484,0.8771928,1.34905085,1.841930905
946,20099,Chris Paddack,SDP,3.599614925,169,335,NA,NA,NA,NA,NA,NA,0.764498699,0.854743465,0.675249216,1.499748561,0.342958003,-0.53758302
1410,sa3014504,Spencer Torkelson,DET,3.54171124,166,221,0.584219324,0.721433318,0.740533717,0.614318694,0.059116142,0.822090045,NA,NA,NA,NA,NA,NA
770,19287,Adolis García,TEX,3.536643427,167,249,1.031860026,1.42517262,1.26418009,0.653402127,-0.618406879,-0.219564556,NA,NA,NA,NA,NA,NA
436,15734,Brad Keller,KCR,3.528190948,170,NA,NA,NA,NA,NA,NA,NA,1.931878617,1.805304932,1.31710003,-0.723664869,-0.132649524,-0.669778238
800,19409,Dane Dunning,TEX,3.524690237,171,NA,NA,NA,NA,NA,NA,NA,1.499515685,1.092383832,1.274309976,0.076763966,0.251495017,-0.669778238
385,15161,Mitch Garver,TEX,3.515550306,168,276,0.515351523,1.023035876,0.635804443,0.555297721,-0.211893067,0.997953809,NA,NA,NA,NA,NA,NA
1042,21455,Kris Bubic,KCR,3.507536674,172,NA,NA,NA,NA,NA,NA,NA,1.629224564,1.805304932,1.295705003,-0.456855258,-0.09606433,-0.669778238
1185,4264,Mark Melancon,ARI,3.50000321,173,218,NA,NA,NA,NA,NA,NA,0.094336154,-0.571098736,-0.09497176,-0.012172572,1.184417475,2.899492649
1035,21318,Tylor Megill,NYM,3.499709102,174,NA,NA,NA,NA,NA,NA,NA,0.829353139,1.092383832,0.931989542,0.8771928,0.306372809,-0.53758302
424,15653,Dominic Smith,NYM,3.46939895,169,NA,0.343182023,0.520364946,0.705623959,0.517362578,0.736639163,0.646226281,NA,NA,NA,NA,NA,NA
150,12718,Adrian Houser,MIL,3.451727925,175,NA,NA,NA,NA,NA,NA,NA,1.823787884,1.567664565,1.081754732,-0.456855258,0.105154239,-0.669778238
214,13394,Dylan Floro,MIA,3.427077895,176,257,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,-0.052181706,0.521446652,1.239295266,2.238516559
1098,22581,Alejandro Kirk,TOR,3.398054089,170,315,0.136578622,0.319296575,0.356526378,0.35901837,1.052816573,1.173817572,NA,NA,NA,NA,NA,NA
900,19892,Pavin Smith,ARI,3.380442614,171,NA,0.687521024,0.118228203,0.565984927,0.751729536,0.96248017,0.294498753,NA,NA,NA,NA,NA,NA
1097,22558,Jarred Kelenic,SEA,3.359317619,172,210,0.928558326,1.023035876,1.019811783,0.711594975,-0.482902275,0.159218935,NA,NA,NA,NA,NA,NA
1057,21618,Alec Bohm,PHI,3.336116859,173,326,0.653087124,0.218762389,0.670714201,0.631270094,0.96248017,0.19980288,NA,NA,NA,NA,NA,NA
171,12910,Ken Giles,SEA,3.326441594,177,NA,NA,NA,NA,NA,NA,NA,-0.229936045,-0.571098736,0.012003375,1.144002412,1.129539683,1.841930905
1112,23550,Aaron Ashby,MIL,3.320464787,178,NA,NA,NA,NA,NA,NA,NA,0.63478982,0.379462731,0.953384569,0.610383189,1.14783228,-0.405387802
1144,27463,Garrett Crochet,CHW,3.31845657,179,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,0.397113864,0.788256263,1.714902794,0.916564378
1320,9368,Evan Longoria,SFG,3.317441536,174,348,0.549785424,0.620899132,0.705623959,0.523252787,0.420461753,0.497418481,NA,NA,NA,NA,NA,NA
29,10343,Aaron Loup,LAA,3.306631016,180,NA,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.012003375,0.788256263,1.513684225,1.577540469
367,15043,Lou Trivino,OAK,3.247501113,181,275,NA,NA,NA,NA,NA,NA,0.180808741,-0.571098736,0.118978511,-0.012172572,0.763687739,2.767297431
341,14771,Emilio Pagán,SDP,3.239912698,182,NA,NA,NA,NA,NA,NA,NA,0.029481714,-0.571098736,0.161768565,1.499748561,0.013691253,2.106321341
410,15488,Antonio Senzatela,COL,3.224330565,183,NA,NA,NA,NA,NA,NA,NA,2.321005257,2.280585666,1.081754732,-0.723664869,-1.065571982,-0.669778238
327,14646,Rowan Wick,CHC,3.222294187,184,301,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.140373538,0.076763966,0.69051735,2.899492649
57,11209,Casey Sadler,SEA,3.221487997,185,NA,NA,NA,NA,NA,NA,NA,-0.121845312,-0.571098736,-0.137761815,1.499748561,1.239295266,1.313150033
22,10291,Ryan Tepera,LAA,3.216258748,186,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,0.225953647,0.699319726,0.836858128,1.974126123
92,11752,Luke Jackson,ATL,3.210874781,187,NA,NA,NA,NA,NA,NA,NA,0.007863568,-0.571098736,0.118978511,0.25463704,1.294173058,2.106321341
961,20220,Jo Adell,LAA,3.1642259,175,313,0.756388825,0.821967504,0.984902024,0.626360928,-0.076388462,0.05099508,NA,NA,NA,NA,NA,NA
257,13767,JT Chargois,TBR,3.164022656,188,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,0.140373538,0.521446652,1.312465655,1.709735687
1203,5003,Jake Diekman,BOS,3.079154415,189,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,0.482693972,-0.101109109,1.111247086,2.106321341
655,17998,Pete Fairbanks,TBR,3.069076911,190,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.571098736,-0.009391652,0.699319726,1.513684225,1.709735687
533,16918,Luke Weaver,ARI,3.043227936,191,NA,NA,NA,NA,NA,NA,NA,1.413043098,1.330024199,1.252914949,0.343573577,-0.626549649,-0.669778238
816,19508,Kyle Lewis,SEA,3.033258396,176,NA,0.549785424,0.821967504,0.565984927,0.579569864,0.059116142,0.456834535,NA,NA,NA,NA,NA,NA
101,11847,Chris Martin,CHC,3.003905938,192,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,-0.159156842,1.232938949,0.56246917,1.974126123
403,15451,Mike Mayers,LAA,2.996471195,193,NA,NA,NA,NA,NA,NA,NA,0.094336154,-0.571098736,0.332928782,0.699319726,0.599054364,1.841930905
1119,2396,Carlos Santana,KCR,2.99238644,177,192,0.756388825,0.721433318,0.845262992,0.853120571,-0.437734074,0.253914808,NA,NA,NA,NA,NA,NA
1005,20521,Nick Madrigal,CHC,2.984493307,178,248,0.446483723,-0.686045285,0.147067829,0.514489744,2.362694415,0.19980288,NA,NA,NA,NA,NA,NA
412,15491,J.P. Crawford,SEA,2.960695816,179,231,1.272897327,-0.082840169,0.635804443,0.965352452,0.510798156,-0.341316393,NA,NA,NA,NA,NA,NA
553,17092,Domingo Acevedo,OAK,2.930950484,194,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,0.140373538,1.321875486,0.653932156,1.313150033
1295,8241,David Robertson,CHC,2.909291632,195,NA,NA,NA,NA,NA,NA,NA,-0.100227166,-0.571098736,0.076188457,0.966129337,1.092954489,1.445345251
102,11899,Joc Pederson,SFG,2.907341682,180,283,0.618653224,0.821967504,0.670714201,0.573761777,-0.302229469,0.524474444,NA,NA,NA,NA,NA,NA
1058,21620,Jake Cousins,MIL,2.89288723,196,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.571098736,0.225953647,0.699319726,1.568562016,1.048759596
594,17490,Génesis Cabrera,STL,2.847278841,197,NA,NA,NA,NA,NA,NA,NA,0.115954301,-0.333458369,0.290138728,0.25463704,1.074661892,1.445345251
393,15279,Garrett Cooper,MIA,2.817390946,181,NA,0.239880322,0.118228203,0.286706862,0.329309161,1.007648372,0.835618027,NA,NA,NA,NA,NA,NA
516,16561,Austin Gomber,COL,2.812578602,198,NA,NA,NA,NA,NA,NA,NA,1.564370125,1.805304932,1.274309976,-0.278982183,-0.88264601,-0.669778238
557,17149,Domingo Germán,NYY,2.787004235,199,NA,NA,NA,NA,NA,NA,NA,0.56993538,0.854743465,0.632459162,1.144002412,0.123446837,-0.53758302
983,20367,Brusdar Graterol,LAD,2.714762937,200,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.571098736,-0.159156842,0.788256263,1.422221239,1.313150033
36,10681,Gio Urshela,MIN,2.706809874,182,291,0.343182023,0.218762389,0.531075169,0.406339042,1.007648372,0.19980288,NA,NA,NA,NA,NA,NA
390,15223,Adam Frazier,SEA,2.692280793,183,280,1.066293926,-0.384442727,0.391436136,0.812797404,1.052816573,-0.24662052,NA,NA,NA,NA,NA,NA
458,16094,Zach Thompson,PIT,2.690002751,201,NA,NA,NA,NA,NA,NA,NA,1.499515685,1.330024199,1.01756965,-0.190045646,-0.297282899,-0.669778238
234,13602,Patrick Wisdom,CHC,2.686092977,184,320,0.653087124,1.42517262,0.949992266,0.487543035,-1.070088894,0.240386826,NA,NA,NA,NA,NA,NA
1280,7802,Miguel Rojas,MIA,2.673195878,185,NA,0.859690525,-0.283908541,0.426345894,0.67983967,1.143152976,-0.151924647,NA,NA,NA,NA,NA,NA
74,11476,Odúbel Herrera,PHI,2.656499953,186,NA,0.446483723,0.218762389,0.426345894,0.456961609,0.826975566,0.280970771,NA,NA,NA,NA,NA,NA
116,12160,Ben Gamel,PIT,2.65255386,187,NA,0.756388825,0.218762389,0.49616541,0.86362203,0.104284343,0.213330862,NA,NA,NA,NA,NA,NA
152,12730,Nick Martínez,SDP,2.650834796,202,NA,NA,NA,NA,NA,NA,NA,1.110389045,1.092383832,0.86780446,0.25463704,-0.004601344,-0.669778238
301,14350,Raimel Tapia,TOR,2.650506859,188,344,0.790822725,-0.585511099,0.216887345,0.519197378,1.685171393,0.023939117,NA,NA,NA,NA,NA,NA
677,18289,Brian Anderson,MIA,2.633874661,189,NA,0.446483723,0.41983076,0.635804443,0.615580271,0.194620746,0.321554717,NA,NA,NA,NA,NA,NA
797,19388,Tony Gonsolin,LAD,2.632128644,203,281,NA,NA,NA,NA,NA,NA,0.937443872,0.617103098,1.01756965,0.25463704,0.342958003,-0.53758302
525,16647,Ryan Thompson,TBR,2.628183078,204,NA,NA,NA,NA,NA,NA,NA,-0.165081605,-0.571098736,-0.159156842,1.144002412,1.330758253,1.048759596
715,18655,A.J. Minter,ATL,2.607601787,205,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.571098736,0.076188457,0.610383189,1.257587864,1.313150033
855,19734,Josh Rojas,ARI,2.586227162,190,252,1.100727826,0.017694017,0.461255652,0.76529331,0.284957149,-0.043700793,NA,NA,NA,NA,NA,NA
111,12095,Yimi García,TOR,2.559161575,206,NA,NA,NA,NA,NA,NA,NA,0.007863568,-0.571098736,0.076188457,1.144002412,0.324665406,1.577540469
87,11680,Elias Díaz,COL,2.499997465,191,NA,0.274314222,0.319296575,0.356526378,0.31121839,0.781807365,0.456834535,NA,NA,NA,NA,NA,NA
1398,sa3010694,Riley Greene,DET,2.493065927,192,305,0.515351523,0.218762389,0.426345894,0.473197284,0.510798156,0.348610681,NA,NA,NA,NA,NA,NA
207,13345,Luis Cessa,CIN,2.430747295,207,NA,NA,NA,NA,NA,NA,NA,0.224045034,-0.571098736,0.05479343,0.432510114,0.580761767,1.709735687
377,15117,Hunter Dozier,KCR,2.422987049,193,NA,0.618653224,0.620899132,0.600894685,0.639798395,-0.257061268,0.19980288,NA,NA,NA,NA,NA,NA
472,16256,Kyle Freeland,COL,2.414192087,208,NA,NA,NA,NA,NA,NA,NA,2.018351204,2.042945299,1.295705003,-1.079411018,-1.193620162,-0.669778238
1192,4806,Rich Hill,BOS,2.408749131,209,NA,NA,NA,NA,NA,NA,NA,1.218479779,0.854743465,0.974779596,0.25463704,-0.22411251,-0.669778238
1131,25007,Alex Vesia,LAD,2.404393378,210,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.571098736,0.268743701,0.521446652,0.818565531,1.445345251
669,18126,LaMonte Wade Jr.,SFG,2.403425608,194,NA,0.584219324,0.41983076,0.426345894,0.506831409,-0.031220261,0.497418481,NA,NA,NA,NA,NA,NA
1091,22296,Joe Barlow,TEX,2.396023774,211,244,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,0.05479343,-0.278982183,0.745395142,2.502906995
1299,8410,Deolis Guerra,OAK,2.393461637,212,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,0.033398402,0.610383189,0.141739434,2.106321341
453,15947,Ryne Stanek,HOU,2.376058224,213,NA,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.439903918,0.343573577,0.580761767,1.445345251
675,18282,Jarlín García,SFG,2.375859758,214,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,-0.030786679,0.699319726,0.781980336,1.445345251
1269,7274,Craig Stammen,SDP,2.354334557,215,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,-0.052181706,1.232938949,1.0197841,0.652173942
706,18519,Phil Bickford,LAD,2.34831811,216,NA,NA,NA,NA,NA,NA,NA,-0.121845312,-0.571098736,0.05479343,0.8771928,0.928321114,1.180954815
921,19959,Jesús Luzardo,MIA,2.347321879,217,NA,NA,NA,NA,NA,NA,NA,1.218479779,0.617103098,1.145939813,0.076763966,-0.041186538,-0.669778238
751,19206,Dakota Hudson,STL,2.321977326,218,346,NA,NA,NA,NA,NA,NA,1.240097925,1.092383832,0.611064135,-0.36791872,0.416128392,-0.669778238
155,12775,Brad Miller,TEX,2.318042901,195,NA,0.412049823,0.721433318,0.426345894,0.364689382,-0.347397671,0.740922154,NA,NA,NA,NA,NA,NA
68,11423,José Quintana,PIT,2.311051885,219,NA,NA,NA,NA,NA,NA,NA,1.499515685,0.854743465,1.359890084,-0.545791795,-0.187527316,-0.669778238
1327,9761,Joe Kelly,CHW,2.307393043,220,NA,NA,NA,NA,NA,NA,NA,-0.186699752,-0.571098736,-0.073576733,0.521446652,1.568562016,1.048759596
658,18015,Paul DeJong,STL,2.297266216,196,NA,0.618653224,0.92250169,0.775443476,0.534551643,-0.618406879,0.064523062,NA,NA,NA,NA,NA,NA
775,19309,Trevor Richards,TOR,2.284907706,221,NA,NA,NA,NA,NA,NA,NA,0.007863568,-0.333458369,0.140373538,0.8771928,0.544176573,1.048759596
1338,9929,Darin Ruf,SFG,2.284486655,197,NA,0.067710821,0.319296575,0.147067829,0.201300306,0.375293552,1.173817572,NA,NA,NA,NA,NA,NA
402,15440,Matthew Boyd,SFG,2.268322477,222,NA,NA,NA,NA,NA,NA,NA,0.37537206,0.617103098,0.397113864,1.055065875,0.3612506,-0.53758302
362,15009,Kyle Finnegan,WSN,2.264414282,223,NA,NA,NA,NA,NA,NA,NA,0.115954301,-0.571098736,0.161768565,-0.456855258,0.379543198,2.635102213
131,12371,Tommy La Stella,SFG,2.253792267,198,NA,0.377615923,-0.082840169,0.216887345,0.372342134,1.007648372,0.362138662,NA,NA,NA,NA,NA,NA
259,13769,Adalberto Mondesi,KCR,2.242563508,199,228,0.894124425,0.520364946,0.600894685,0.360571902,0.059116142,-0.192508593,NA,NA,NA,NA,NA,NA
6,10061,Brooks Raley,TBR,2.236802965,224,NA,NA,NA,NA,NA,NA,NA,-0.229936045,-0.571098736,-0.09497176,0.8771928,1.074661892,1.180954815
255,13761,Chris Stratton,PIT,2.211710159,225,NA,NA,NA,NA,NA,NA,NA,0.137572447,-0.571098736,0.183163592,-0.101109109,0.324665406,2.238516559
630,17838,Willie Calhoun,TEX,2.205298922,200,NA,0.308748122,0.41983076,0.356526378,0.400648898,0.465629955,0.253914808,NA,NA,NA,NA,NA,NA
77,11487,Joely Rodríguez,NYY,2.204235805,226,NA,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,0.012003375,0.432510114,1.074661892,1.313150033
1323,9434,Dallas Keuchel,CHW,2.187745567,227,NA,NA,NA,NA,NA,NA,NA,1.888642324,1.330024199,0.803619379,-0.812601406,-0.352160691,-0.669778238
1312,9111,Brad Hand,PHI,2.174570199,228,334,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,0.05479343,0.699319726,0.471006184,1.577540469
728,18819,Andy Ibáñez,TEX,2.172294038,201,NA,0.136578622,0.218762389,0.112158071,0.276536525,0.917311969,0.510946463,NA,NA,NA,NA,NA,NA
1286,7982,Anthony Bass,MIA,2.172222014,229,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,-0.030786679,0.432510114,0.580761767,1.709735687
672,18152,Anthony Misiewicz,SEA,2.153451558,230,NA,NA,NA,NA,NA,NA,NA,-0.100227166,-0.571098736,-0.073576733,0.699319726,0.489298781,1.709735687
984,20369,Matt Manning,DET,2.143429301,231,NA,NA,NA,NA,NA,NA,NA,1.499515685,1.330024199,0.889199488,-0.278982183,-0.626549649,-0.669778238
627,17783,Jake Brentz,KCR,2.132423433,232,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.571098736,0.140373538,-0.278982183,0.946613711,1.974126123
1367,sa3005720,Julio Rodríguez,SEA,2.113370091,202,285,0.067710821,-0.082840169,0.007428797,0.092547182,1.233489379,0.795034081,NA,NA,NA,NA,NA,NA
54,11200,Kole Calhoun,TEX,2.103051204,203,NA,0.549785424,0.821967504,0.600894685,0.463255443,-0.573238678,0.240386826,NA,NA,NA,NA,NA,NA
12,10133,Brad Boxberger,MIL,2.090572048,233,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,0.311533755,0.165700503,0.269787614,1.841930905
1246,6397,Jake Odorizzi,HOU,2.084182744,234,NA,NA,NA,NA,NA,NA,NA,0.872589433,0.379462731,0.782224352,0.610383189,-0.022893941,-0.53758302
918,19955,Gavin Lux,LAD,2.078274359,204,306,0.377615923,0.017694017,0.286706862,0.27959228,0.646302761,0.470362517,NA,NA,NA,NA,NA,NA
761,19260,Jake Fraley,CIN,2.045826729,205,NA,0.412049823,0.319296575,0.391436136,0.326150414,-0.076388462,0.673282245,NA,NA,NA,NA,NA,NA
530,16814,Tim Hill,SDP,2.031393015,235,NA,NA,NA,NA,NA,NA,NA,-0.121845312,-0.571098736,-0.159156842,0.432510114,0.873443322,1.577540469
1145,27468,Reid Detmers,LAA,2.013194513,236,NA,NA,NA,NA,NA,NA,NA,0.807734993,0.854743465,0.953384569,0.25463704,-0.187527316,-0.669778238
538,16939,Lane Thomas,WSN,2.012072418,206,NA,0.618653224,0.319296575,0.49616541,0.418543101,-0.121556664,0.280970771,NA,NA,NA,NA,NA,NA
1004,20517,Nick Sandlin,CLE,2.007530004,237,NA,NA,NA,NA,NA,NA,NA,-0.186699752,-0.571098736,0.140373538,0.432510114,1.275880461,0.916564378
1276,7593,Jordan Lyles,BAL,2.007378931,238,NA,NA,NA,NA,NA,NA,NA,1.931878617,1.805304932,1.31710003,-0.634728332,-1.742398079,-0.669778238
605,17610,Tanner Rainey,WSN,1.967997303,239,NA,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,0.354323809,-0.278982183,-0.114356927,2.635102213
653,17992,David Fletcher,LAA,1.964766653,207,195,0.962992226,-0.686045285,0.356526378,0.745679674,1.27865758,-0.69304392,NA,NA,NA,NA,NA,NA
1397,sa3010616,Matt Brash,SEA,1.954631854,240,NA,NA,NA,NA,NA,NA,NA,0.721262406,0.617103098,0.846409433,0.165700503,0.141739434,-0.53758302
785,19343,A.J. Puk,OAK,1.950956751,241,NA,NA,NA,NA,NA,NA,NA,0.332135767,-0.095818002,0.439903918,0.165700503,0.324665406,0.78436916
242,13649,Clay Holmes,NYY,1.939623503,242,NA,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,0.204558619,-0.012172572,0.800272933,1.445345251
773,19293,Nick Senzel,CIN,1.92546186,208,NA,0.377615923,-0.082840169,0.147067829,0.276391811,0.872143768,0.335082699,NA,NA,NA,NA,NA,NA
346,14843,Michael Lorenzen,LAA,1.917682885,243,NA,NA,NA,NA,NA,NA,NA,0.786116846,0.379462731,0.504088999,-0.190045646,0.050276448,0.387783506
602,17586,Tanner Scott,BAL,1.893298676,244,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,0.268743701,-0.278982183,0.800272933,1.709735687
273,13942,Brent Suter,MIL,1.886530235,245,NA,NA,NA,NA,NA,NA,NA,0.224045034,-0.571098736,0.097583484,0.610383189,0.873443322,0.652173942
986,20373,Andrés Muñoz,SEA,1.879396342,246,NA,NA,NA,NA,NA,NA,NA,-0.251554192,-0.571098736,0.076188457,0.25463704,1.586854613,0.78436916
607,17620,Myles Straw,CLE,1.871788073,209,264,1.238463427,-0.686045285,0.181977587,0.683148604,0.917311969,-0.463068229,NA,NA,NA,NA,NA,NA
1142,27459,Yoshi Tsutsugo,PIT,1.844246877,210,NA,0.549785424,0.620899132,0.670714201,0.525316503,-0.708743282,0.186274899,NA,NA,NA,NA,NA,NA
1278,7739,Travis d'Arnaud,ATL,1.826889828,211,263,0.205446422,0.319296575,0.49616541,0.284996916,0.375293552,0.145690953,NA,NA,NA,NA,NA,NA
1293,8202,Josh Harrison,CHW,1.824099864,212,332,0.308748122,-0.183374355,0.286706862,0.375847491,1.052816573,-0.016644829,NA,NA,NA,NA,NA,NA
26,10323,Rafael Ortega,CHC,1.815222218,213,NA,0.618653224,0.118228203,0.251797104,0.400255056,0.375293552,0.05099508,NA,NA,NA,NA,NA,NA
673,18171,Seth Brown,OAK,1.804043273,214,NA,0.549785424,0.92250169,0.810353234,0.350655421,-0.799079685,-0.030172811,NA,NA,NA,NA,NA,NA
665,18064,Phil Maton,HOU,1.801192627,247,NA,NA,NA,NA,NA,NA,NA,0.094336154,-0.571098736,0.311533755,0.432510114,0.617346961,0.916564378
30,10430,Mychal Givens,CHC,1.799701987,248,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,0.140373538,0.076763966,0.214909823,1.974126123
509,16512,Isiah Kiner-Falefa,NYY,1.789109054,215,293,0.721954924,-0.384442727,0.286706862,0.552445157,1.143152976,-0.530708138,NA,NA,NA,NA,NA,NA
1263,6986,Ian Kennedy,ARI,1.788559562,249,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,0.076188457,0.699319726,0.306372809,1.313150033
583,17369,Brett Martin,TEX,1.787509388,250,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,-0.201946896,0.076763966,0.855150725,1.577540469
799,19403,Colin Poche,TBR,1.769733559,251,NA,NA,NA,NA,NA,NA,NA,-0.316408632,-0.571098736,-0.052181706,1.588685098,1.129539683,-0.008802148
256,13763,Dominic Leone,SFG,1.768400788,252,NA,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.033398402,0.165700503,0.708809947,1.445345251
205,13338,Omar Narváez,MIL,1.768091394,216,284,0.343182023,0.118228203,0.356526378,0.411058048,0.420461753,0.118634989,NA,NA,NA,NA,NA,NA
725,18795,Ramón Urías,BAL,1.754247914,217,NA,0.377615923,0.118228203,0.391436136,0.458791258,0.330125351,0.078051044,NA,NA,NA,NA,NA,NA
239,13620,Carson Kelly,ARI,1.747831666,218,316,0.239880322,0.41983076,0.461255652,0.372754951,-0.121556664,0.375666644,NA,NA,NA,NA,NA,NA
1213,5297,Aaron Hicks,NYY,1.739939578,219,NA,0.549785424,0.520364946,0.461255652,0.469386028,-0.663575081,0.402722608,NA,NA,NA,NA,NA,NA
1224,5452,Ji-Man Choi,TBR,1.73317226,220,NA,0.377615923,0.41983076,0.565984927,0.463448299,-0.482902275,0.389194626,NA,NA,NA,NA,NA,NA
66,11384,Tommy Kahnle,LAD,1.730205961,253,NA,NA,NA,NA,NA,NA,NA,-0.402881218,-0.571098736,-0.159156842,1.321875486,1.550269419,-0.008802148
136,1247,Adam Ottavino,NYM,1.722407174,254,NA,NA,NA,NA,NA,NA,NA,0.029481714,-0.571098736,0.311533755,-0.278982183,0.653932156,1.577540469
587,1744,Miguel Cabrera,DET,1.700633136,221,310,0.205446422,0.218762389,0.670714201,0.436453147,0.375293552,-0.206036574,NA,NA,NA,NA,NA,NA
991,20391,Luis García,WSN,1.699938219,222,NA,0.274314222,0.017694017,0.181977587,0.180836923,1.007648372,0.037467098,NA,NA,NA,NA,NA,NA
344,14813,Kyle Farmer,CIN,1.674728409,223,NA,0.308748122,0.118228203,0.461255652,0.328342794,0.555966358,-0.09781272,NA,NA,NA,NA,NA,NA
951,20160,Nate Pearson,TOR,1.667647123,255,336,NA,NA,NA,NA,NA,NA,0.37537206,0.379462731,0.546879053,0.432510114,0.471006184,-0.53758302
1248,6399,José Cisnero,DET,1.667408132,256,NA,NA,NA,NA,NA,NA,NA,0.094336154,-0.571098736,0.161768565,-0.190045646,0.727102545,1.445345251
620,17735,Tyler Alexander,DET,1.658442175,257,NA,NA,NA,NA,NA,NA,NA,0.937443872,0.141822364,0.568274081,0.343573577,-0.059479135,-0.273192584
532,16909,Colin Moran,CIN,1.650294476,224,NA,0.067710821,0.218762389,0.391436136,0.185200458,0.465629955,0.321554717,NA,NA,NA,NA,NA,NA
845,19680,Sixto Sánchez,,1.614725477,258,NA,NA,NA,NA,NA,NA,NA,-0.013754579,0.379462731,-0.137761815,1.055065875,1.001491503,-0.669778238
1407,sa3011643,Adley Rutschman,BAL,1.613679985,225,261,0.136578622,0.118228203,0.181977587,0.263599595,0.375293552,0.538002426,NA,NA,NA,NA,NA,NA
1311,9077,Lorenzo Cain,MIL,1.57020484,226,NA,0.412049823,-0.283908541,0.181977587,0.345890849,0.917311969,-0.003116847,NA,NA,NA,NA,NA,NA
626,17780,José Alvarado,PHI,1.566772408,259,NA,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,0.268743701,-0.990474481,1.074661892,1.841930905
729,18839,Josh Naylor,CLE,1.55922852,227,NA,0.067710821,0.017694017,0.147067829,0.17822557,0.826975566,0.321554717,NA,NA,NA,NA,NA,NA
337,14712,Manuel Margot,TBR,1.556028395,228,NA,0.480917623,-0.082840169,0.356526378,0.316214962,0.555966358,-0.070756756,NA,NA,NA,NA,NA,NA
169,12880,Tyler Anderson,LAD,1.529415566,260,NA,NA,NA,NA,NA,NA,NA,1.045534606,0.617103098,0.632459162,0.343573577,-0.571671857,-0.53758302
394,15288,Adam Cimber,TOR,1.527604955,261,NA,NA,NA,NA,NA,NA,NA,0.094336154,-0.571098736,-0.24473695,0.432510114,0.635639559,1.180954815
609,17677,Jeffrey Springs,TBR,1.527090931,262,NA,NA,NA,NA,NA,NA,NA,-0.338026779,-0.571098736,-0.052181706,1.144002412,1.221002669,0.12339307
1160,3184,David Price,LAD,1.487151287,263,NA,NA,NA,NA,NA,NA,NA,0.353753914,0.141822364,0.247348674,0.432510114,0.452713586,-0.140997366
