playerid,me,pr,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,ERA,WHIP,SVHD,Year
12859,James McCann,0.057605275,339,0.102144721,0.218762389,0.32161662,0.148739024,-0.257061268,-0.476596211,,,,,,,2022
18088,Cody Stashak,0.054514017,,,,,,,,-0.359644925,-0.571098736,-0.201946896,-0.077771733,0.8771928,0.387783506,2022
3542,Danny Duffy,0.048026299,,,,,,,,-0.727153418,-0.333458369,-0.629847439,1.221002669,1.055065875,-0.53758302,2022
19853,Michael King,0.023741393,,,,,,,,-0.208317899,-0.333458369,-0.201946896,0.56246917,0.610383189,-0.405387802,2022
13346,Hoby Milner,0.016113487,,,,,,,,-0.705535271,-0.571098736,-0.608452411,0.672224753,1.766558172,-0.53758302,2022
27515,Hirokazu Sawamura,-0.006075483,,,,,,,,-0.013754579,-0.571098736,0.161768565,0.269787614,-0.901537944,1.048759596,2022
16426,Thairo Estrada,-0.016551225,,-0.17332648,-0.283908541,-0.271849269,-0.273661437,0.826975566,0.159218935,,,,,,,2022
13475,Daniel Norris,-0.031141088,,,,,,,,-0.121845312,-0.571098736,-0.09497176,0.160032031,0.076763966,0.519978724,2022
14506,J.B. Wendelken,-0.050968874,,,,,,,,-0.056990872,-0.571098736,-0.09497176,0.123446837,-0.36791872,0.916564378,2022
20003,Keston Hiura,-0.052688832,,-0.035590879,0.218762389,0.042338555,-0.080626862,-0.573238678,0.375666644,,,,,,,2022
20243,Zac Lowther,-0.052732812,,,,,,,,1.261716072,0.617103098,0.910594515,-1.047279385,-1.257284092,-0.53758302,2022
12361,Spencer Patton,-0.072595512,,,,,,,,-0.100227166,-0.571098736,-0.009391652,0.105154239,-0.545791795,1.048759596,2022
16977,Trevor Williams,-0.095943759,,,,,,,,-0.035372726,-0.095818002,-0.137761815,0.013691253,0.432510114,-0.273192584,2022
14524,José Leclerc,-0.106206375,,,,,,,,-0.597444538,-0.571098736,-0.39450214,0.946613711,0.25463704,0.255588288,2022
18138,Ryan Helsley,-0.118104256,,,,,,,,-0.143463459,-0.571098736,-0.116366787,0.031983851,-0.36791872,1.048759596,2022
14295,Wandy Peralta,-0.11864064,,,,,,,,-0.035372726,-0.571098736,-0.137761815,0.56246917,-0.456855258,0.519978724,2022
13799,Matt Strahm,-0.122983352,,,,,,,,-0.273172339,-0.333458369,-0.330317059,0.123446837,0.699319726,-0.008802148,2022
19867,Griffin Canning,-0.128415345,,,,,,,,0.029481714,0.141822364,0.097583484,-0.114356927,0.25463704,-0.53758302,2022
19225,Mitch White,-0.138973133,,,,,,,,-0.316408632,-0.333458369,-0.308922032,0.525883975,0.699319726,-0.405387802,2022
13723,Jacob Stallings,-0.152774437,,0.067710821,-0.183374355,0.216887345,0.22676226,-0.031220261,-0.449540247,,,,,,,2022
sa3005068,MacKenzie Gore,-0.166630685,,,,,,,,0.24566318,0.617103098,0.161768565,-0.242405108,-0.278982183,-0.669778238,2022
17696,Kevin Newman,-0.172103301,,0.171012522,-0.585511099,0.077248313,0.184607373,0.781807365,-0.801267775,,,,,,,2022
9073,Kirby Yates,-0.173250291,,,,,,,,-0.900098591,-0.571098736,-0.779612628,0.983198906,1.499748561,-0.405387802,2022
19848,Darwinzon Herndez,-0.173915005,,,,,,,,-0.273172339,-0.571098736,0.076188457,0.800272933,-0.990474481,0.78436916,2022
11828,James Paxton,-0.177621475,,,,,,,,-0.338026779,0.141822364,-0.223341923,0.123446837,0.788256263,-0.669778238,2022
17312,Justin Steele,-0.185501609,,,,,,,,0.37537206,0.141822364,0.332928782,-0.041186538,-0.456855258,-0.53758302,2022
13259,Louis Head,-0.190776085,,,,,,,,-0.208317899,-0.571098736,-0.180551869,0.434420989,0.343573577,-0.008802148,2022
13594,Robert Stephenson,-0.199267277,,,,,,,,0.072718007,-0.571098736,0.247348674,-0.718012635,-0.278982183,1.048759596,2022
24937,Austin Warren,-0.216540097,,,,,,,,-0.078609019,-0.571098736,-0.073576733,0.489298781,-0.634728332,0.652173942,2022
12800,Noé Ramirez,-0.224633071,,,,,,,,-0.100227166,-0.571098736,-0.201946896,-0.169234719,0.165700503,0.652173942,2022
19871,Tucker Davidson,-0.230686619,,,,,,,,0.180808741,0.617103098,0.097583484,0.178324628,-0.634728332,-0.669778238,2022
19958,Carter Kieboom,-0.235203895,,0.102144721,-0.183374355,0.007428797,0.071494307,-0.121556664,-0.111340702,,,,,,,2022
6310,Alcides Escobar,-0.237279181,,0.377615923,-0.484976913,0.112158071,0.120617522,0.465629955,-0.828323739,,,,,,,2022
13424,Drew VerHagen,-0.239619935,,,,,,,,-0.056990872,-0.095818002,-0.223341923,0.068569045,0.076763966,-0.008802148,2022
3281,Joe Smith,-0.269182606,,,,,,,,-0.208317899,-0.571098736,-0.330317059,-0.114356927,0.699319726,0.255588288,2022
14542,Carlos Estévez,-0.271607253,,,,,,,,0.094336154,-0.571098736,0.097583484,-1.01069419,-0.723664869,1.841930905,2022
19932,Trevor Stephan,-0.284196777,,,,,,,,-0.078609019,-0.571098736,0.097583484,-0.150942121,-0.101109109,0.519978724,2022
20185,Zach Pop,-0.327992663,,,,,,,,-0.100227166,-0.571098736,-0.159156842,0.525883975,-0.278982183,0.255588288,2022
19961,Colton Welker,-0.353609964,,-0.448797681,-0.484976913,-0.376578543,-0.413043861,1.007648372,0.362138662,,,,,,,2022
14875,Caleb Smith,-0.353918575,,,,,,,,0.180808741,-0.333458369,0.311533755,-0.535086663,-0.101109109,0.12339307,2022
16265,Sam Howard,-0.355564163,,,,,,,,-0.208317899,-0.571098736,0.012003375,-0.004601344,-0.36791872,0.78436916,2022
12972,Joe Ross,-0.357904225,,,,,,,,0.202426887,0.617103098,0.076188457,-0.571671857,-0.012172572,-0.669778238,2022
3086,Mitch Moreland,-0.360098837,,-0.24219428,0.118228203,-0.06239072,-0.233651232,-0.302229469,0.362138662,,,,,,,2022
18337,Nick Anderson,-0.364769933,,,,,,,,-0.943334884,-0.571098736,-0.907982791,1.184417475,1.410812023,-0.53758302,2022
20186,Brendan McKay,-0.390260767,,,,,,,,-0.943334884,-0.333458369,-0.865192737,1.056369294,1.232938949,-0.53758302,2022
24933,Andrew Wantz,-0.397354304,,,,,,,,-0.121845312,-0.571098736,0.012003375,-0.315575496,0.343573577,0.255588288,2022
18363,Victor Robles,-0.422069561,,0.412049823,-0.183374355,0.042338555,0.203134464,-0.392565872,-0.503652175,,,,,,,2022
12580,Adam Morgan,-0.43153097,,,,,,,,-0.424499365,-0.571098736,-0.373107113,0.251495017,0.165700503,0.519978724,2022
4020,Yusmeiro Petit,-0.433520845,,,,,,,,-0.035372726,-0.571098736,-0.437292194,-0.827768218,0.521446652,0.916564378,2022
21537,Daniel Lynch,-0.438881086,,,,,,,,0.526699087,0.617103098,0.204558619,-0.571671857,-0.545791795,-0.669778238,2022
12282,Rougned Odor,-0.442168025,,0.102144721,0.620899132,0.32161662,0.006194251,-1.341098102,-0.151924647,,,,,,,2022
20039,Adrian Morejon,-0.456481057,,,,,,,,-0.878480444,-0.333458369,-0.801007656,1.34905085,0.8771928,-0.669778238,2022
24618,Ryan Jeffers,-0.472013763,,-0.001156979,0.41983076,0.216887345,0.028686504,-1.024920692,-0.111340702,,,,,,,2022
21454,Lars Nootbaar,-0.488784627,,-0.20776038,-0.183374355,-0.202029752,-0.199932149,0.239788948,0.064523062,,,,,,,2022
23252,Spencer Howard,-0.509481181,,,,,,,,0.721262406,0.141822364,0.696644243,-1.120449774,-0.278982183,-0.669778238,2022
12918,Archie Bradley,-0.532259882,,,,,,,,-0.143463459,-0.571098736,-0.266131977,0.031983851,-0.36791872,0.78436916,2022
21101,Dauri Moreta,-0.538442192,,,,,,,,-0.186699752,-0.571098736,-0.180551869,-0.333868094,0.610383189,0.12339307,2022
sa3004138,Nick Pratto,-0.542975173,,-0.10445868,0.017694017,-0.027480962,-0.136461642,-0.573238678,0.280970771,,,,,,,2022
24617,Jarren Duran,-0.54899123,,-0.001156979,-0.384442727,-0.271849269,-0.18255107,0.375293552,-0.084284738,,,,,,,2022
8823,Oliver Drake,-0.550754897,,,,,,,,-0.381263072,-0.571098736,-0.351712086,0.416128392,0.610383189,-0.273192584,2022
13367,Stephen Piscotty,-0.553303063,,0.067710821,0.218762389,0.32161662,0.109473962,-0.618406879,-0.652459975,,,,,,,2022
5420,Pedro Báez,-0.565028431,,,,,,,,-0.165081605,-0.571098736,-0.24473695,-0.22411251,-0.012172572,0.652173942,2022
sa3011443,Bryson Stott,-0.568707185,,-0.035590879,-0.283908541,-0.167119994,-0.06150343,0.104284343,-0.124868684,,,,,,,2022
14111,Eric Haase,-0.580643055,328,-0.001156979,0.520364946,0.251797104,-0.08905064,-1.070088894,-0.192508593,,,,,,,2022
14857,Joe Mantiply,-0.587583912,,,,,,,,-0.186699752,-0.571098736,-0.223341923,-0.022893941,-0.36791872,0.78436916,2022
19990,Bryse Wilson,-0.60119059,,,,,,,,1.023916459,0.854743465,0.290138728,-1.376546135,-0.723664869,-0.669778238,2022
9784,Garrett Richards,-0.622533345,,,,,,,,0.029481714,-0.333458369,-0.073576733,-0.132649524,-0.36791872,0.255588288,2022
16390,Brad Wieck,-0.636969929,,,,,,,,-0.727153418,-0.571098736,-0.522872303,1.202710072,0.25463704,-0.273192584,2022
22343,A.J. Alexy,-0.637854714,,,,,,,,0.63478982,0.379462731,0.482693972,-0.919231204,-0.545791795,-0.669778238,2022
8246,Paolo Espino,-0.656299667,,,,,,,,0.613171673,0.379462731,0.247348674,-1.21191276,-0.278982183,-0.405387802,2022
19731,Kodi Whitley,-0.673259165,,,,,,,,-0.424499365,-0.571098736,-0.39450214,0.471006184,0.25463704,-0.008802148,2022
21614,Kyle Isbel,-0.678078635,,-0.035590879,-0.384442727,-0.167119994,-0.124677408,0.239788948,-0.206036574,,,,,,,2022
23779,Justin Bruihl,-0.682907414,,,,,,,,-0.748771564,-0.571098736,-0.758217601,0.836858128,0.699319726,-0.140997366,2022
21549,Jackson Kowar,-0.688168032,,,,,,,,0.180808741,0.379462731,0.118978511,-0.461916274,-0.36791872,-0.53758302,2022
17766,DJ Stewart,-0.70307582,,-0.13889258,0.218762389,-0.097300478,-0.081334518,-1.115257095,0.510946463,,,,,,,2022
sa3007993,Josh Winder,-0.708026059,,,,,,,,-0.056990872,0.141822364,-0.223341923,-0.55337926,0.521446652,-0.53758302,2022
7115,Daniel Bard,-0.715946083,,,,,,,,0.029481714,-0.571098736,0.225953647,-0.809475621,-1.168347555,1.577540469,2022
12777,John Brebbia,-0.72245473,,,,,,,,-0.489353805,-0.571098736,-0.39450214,0.306372809,0.699319726,-0.273192584,2022
4940,Jason Heyward,-0.742950785,,-0.10445868,-0.283908541,-0.167119994,-0.103598791,0.013947941,-0.09781272,,,,,,,2022
19997,Santiago Espil,-0.748059992,,-0.10445868,-0.686045285,-0.271849269,-0.185118701,0.96248017,-0.463068229,,,,,,,2022
13619,Jakob Junis,-0.759067759,,,,,,,,-0.013754579,-0.333458369,-0.073576733,-0.187527316,0.25463704,-0.405387802,2022
18384,Scott Effross,-0.764605792,,,,,,,,-0.381263072,-0.571098736,-0.415897167,-0.041186538,0.521446652,0.12339307,2022
20203,Eli Morgan,-0.790863757,,,,,,,,0.094336154,0.141822364,-0.009391652,-0.955816399,0.343573577,-0.405387802,2022
13287,Jesse Hahn,-0.796806275,,,,,,,,-0.294790485,-0.571098736,-0.24473695,0.031983851,-0.634728332,0.916564378,2022
3711,Eric Thames,-0.798810805,,0.033276921,0.319296575,0.112158071,0.008223627,-1.160425296,-0.111340702,,,,,,,2022
18694,Kolby Allard,-0.803182404,,,,,,,,-0.165081605,-0.095818002,-0.24473695,-0.278990302,0.25463704,-0.273192584,2022
6483,Steve Cishek,-0.812339045,,,,,,,,-0.078609019,-0.571098736,-0.180551869,-0.480208871,-1.079411018,1.577540469,2022
6316,David Phelps,-0.814535142,,,,,,,,-0.770389711,-0.571098736,-0.651242466,0.708809947,0.610383189,-0.140997366,2022
14552,José Ruiz,-0.816604128,,,,,,,,-0.294790485,-0.571098736,-0.266131977,0.471006184,-0.278982183,0.12339307,2022
5640,Tyler Clippard,-0.827371016,,,,,,,,-0.446117512,-0.571098736,-0.458687222,-0.260697705,0.521446652,0.387783506,2022
17192,Jalen Beeks,-0.82885374,,,,,,,,-0.381263072,-0.571098736,-0.373107113,0.781980336,-0.012172572,-0.273192584,2022
17964,Tyler Gilbert,-0.842863898,,,,,,,,0.288899474,0.617103098,-0.052181706,-0.791183024,-0.36791872,-0.53758302,2022
sa877505,Juan Yepez,-0.85433789,,-0.517665482,-0.283908541,-0.411488301,-0.45506663,0.194620746,0.619170317,,,,,,,2022
14329,Anthony Alford,-0.854757207,,0.171012522,0.118228203,0.077248313,0.018429963,-0.844247886,-0.39542832,,,,,,,2022
15082,Adam Engel,-0.863070974,,-0.035590879,-0.082840169,-0.132210236,-0.158275573,-0.302229469,-0.151924647,,,,,,,2022
21656,Kervin Castro,-0.875875718,,,,,,,,-0.424499365,-0.571098736,-0.415897167,0.818565531,0.25463704,-0.53758302,2022
14677,Duane Underwood Jr.,-0.905851054,,,,,,,,0.051099861,-0.571098736,-0.073576733,-0.461916274,-0.634728332,0.78436916,2022
12760,Rafael Montero,-0.91042445,,,,,,,,-0.338026779,-0.571098736,-0.373107113,0.214909823,0.165700503,-0.008802148,2022
25379,Sammy Long,-0.912944957,,,,,,,,-0.273172339,-0.333458369,-0.308922032,0.196617226,0.343573577,-0.53758302,2022
11038,Kevin Kiermaier,-0.915976401,,0.343182023,-0.384442727,0.147067829,0.09088223,-0.392565872,-0.720099884,,,,,,,2022
19249,Seranthony Domínguez,-0.916114573,,,,,,,,-0.273172339,-0.571098736,-0.223341923,-0.22411251,-0.012172572,0.387783506,2022
5224,Blake Parker,-0.916682577,,,,,,,,-0.273172339,-0.571098736,-0.330317059,0.23320242,0.165700503,-0.140997366,2022
20242,Kevin Smith,-0.937051915,,-0.070024779,0.118228203,0.007428797,-0.104960242,-0.708743282,-0.178980611,,,,,,,2022
19712,Patrick Murphy,-0.944705062,,,,,,,,-0.208317899,-0.571098736,-0.180551869,-0.004601344,-0.36791872,0.387783506,2022
1581,Sean Doolittle,-0.947369889,,,,,,,,-0.294790485,-0.571098736,-0.266131977,-0.589964455,0.25463704,0.519978724,2022
15905,Luis Torrens,-0.949606194,,-0.311062081,-0.082840169,-0.097300478,-0.202809607,-0.211893067,-0.043700793,,,,,,,2022
17285,Justus Sheffield,-0.961919105,,,,,,,,0.24566318,0.379462731,0.076188457,-0.22411251,-0.901537944,-0.53758302,2022
19800,Wil Crowe,-0.972957856,,,,,,,,0.850971286,0.617103098,0.568274081,-1.303375746,-1.168347555,-0.53758302,2022
15170,Josh VanMeter,-0.990294602,,-0.10445868,-0.183374355,-0.097300478,-0.146197931,-0.482902275,0.023939117,,,,,,,2022
8709,Elvis Andrus,-1.004041468,,0.239880322,-0.484976913,-0.027480962,0.07810284,0.194620746,-1.004187503,,,,,,,2022
16403,Francisco Mejía,-1.010213664,,-0.27662818,-0.283908541,-0.167119994,-0.230332389,0.059116142,-0.111340702,,,,,,,2022
16418,Blake Taylor,-1.043886223,,,,,,,,-0.208317899,-0.571098736,-0.223341923,0.251495017,-0.812601406,0.519978724,2022
9866,Chaz Roe,-1.046315062,,,,,,,,-0.381263072,-0.571098736,-0.24473695,0.306372809,-0.278982183,0.12339307,2022
14706,Anthony Banda,-1.062436456,,,,,,,,0.051099861,-0.571098736,-0.116366787,-0.352160691,-0.990474481,0.916564378,2022
14523,Pedro Severino,-1.066182508,,-0.379929881,-0.082840169,-0.132210236,-0.166080691,-0.166724865,-0.138396665,,,,,,,2022
13293,Danny Coulombe,-1.069301052,,,,,,,,-0.554208245,-0.571098736,-0.522872303,0.818565531,0.165700503,-0.405387802,2022
4579,Starlin Castro,-1.074238161,,-0.724268883,-0.686045285,-0.655856608,-0.639919903,1.323825782,0.308026735,,,,,,,2022
14387,Harold Ramirez,-1.085758644,,-0.827570583,-0.686045285,-0.760585883,-0.723362345,1.549666789,0.362138662,,,,,,,2022
18548,Sam Hentges,-1.086004763,,,,,,,,0.137572447,-0.571098736,0.140373538,-0.370453288,-0.545791795,0.12339307,2022
15855,Wander Suero,-1.086931674,,,,,,,,-0.467735658,-0.571098736,-0.437292194,-0.077771733,0.343573577,0.12339307,2022
15071,Kyle McGowin,-1.11423248,,,,,,,,-0.446117512,-0.571098736,-0.373107113,0.160032031,0.521446652,-0.405387802,2022
21524,Joey Bart,-1.114917012,325,-0.001156979,-0.183374355,0.042338555,-0.076955757,-0.121556664,-0.774211811,,,,,,,2022
3321,Darren O'Day,-1.117077581,,,,,,,,-0.813626004,-0.571098736,-0.736822574,0.580761767,0.432510114,-0.008802148,2022
14332,Joel Payamps,-1.136738845,,,,,,,,-0.294790485,-0.571098736,-0.437292194,0.141739434,0.165700503,-0.140997366,2022
sa3007017,Nolan Gorman,-1.146242485,,-0.379929881,-0.283908541,-0.306759027,-0.371733192,0.239788948,-0.043700793,,,,,,,2022
14696,Keone Kela,-1.148962658,,,,,,,,-0.792007858,-0.571098736,-0.715427547,0.635639559,0.699319726,-0.405387802,2022
19456,Kyle Funkhouser,-1.149484284,,,,,,,,0.094336154,-0.571098736,0.033398402,-0.187527316,-1.435157167,0.916564378,2022
15487,Victor Reyes,-1.150412108,,-0.27662818,-0.585511099,-0.481307817,-0.382960588,0.917311969,-0.341316393,,,,,,,2022
15761,Joe Jiménez,-1.153810243,,,,,,,,-0.143463459,-0.571098736,0.012003375,-0.516794066,-0.190045646,0.255588288,2022
16350,Ryan Borucki,-1.173395624,,,,,,,,-0.424499365,-0.571098736,-0.415897167,0.525883975,-0.278982183,-0.008802148,2022
15794,Yothan Daza,-1.184573185,,-0.517665482,-0.887113657,-0.586037092,-0.442691297,1.549666789,-0.300732447,,,,,,,2022
15047,Austin Voth,-1.190547053,,,,,,,,-0.035372726,-0.571098736,-0.052181706,-0.772890427,-0.278982183,0.519978724,2022
sa3014430,Max Meyer,-1.195524087,,,,,,,,-0.359644925,-0.095818002,-0.39450214,0.471006184,-0.278982183,-0.53758302,2022
17355,Edgar Santa,-1.196230964,,,,,,,,-0.943334884,-0.571098736,-0.972167873,0.818565531,0.8771928,-0.405387802,2022
sa3007634,Triston Casas,-1.207224248,,-0.517665482,-0.484976913,-0.516217576,-0.506739597,0.239788948,0.578586372,,,,,,,2022
20010,Wyatt Mills,-1.237793175,,,,,,,,-0.943334884,-0.571098736,-0.886587764,1.001491503,0.699319726,-0.53758302,2022
14665,Jandel Gustave,-1.247271141,,,,,,,,-0.359644925,-0.571098736,-0.437292194,0.141739434,-0.012172572,-0.008802148,2022
12180,Jorge Alfaro,-1.249375916,,-0.17332648,-0.183374355,0.042338555,-0.133941034,-0.121556664,-0.679515939,,,,,,,2022
1157,Tommy Hunter,-1.261833314,,,,,,,,-0.575826391,-0.571098736,-0.651242466,0.288080212,0.521446652,-0.273192584,2022
13807,Kevin Plawecki,-1.271723668,,-0.517665482,-0.585511099,-0.446398059,-0.410503143,0.691470962,-0.003116847,,,,,,,2022
16375,Oscar Mercado,-1.285115104,,-0.10445868,-0.283908541,-0.23693951,-0.196935316,-0.121556664,-0.341316393,,,,,,,2022
20422,Jovani Moran,-1.287060409,,,,,,,,-0.338026779,-0.571098736,-0.116366787,0.379543198,-0.36791872,-0.273192584,2022
10847,Andrelton Simmons,-1.299375397,,0.067710821,-0.585511099,-0.06239072,0.036045643,0.330125351,-1.085355394,,,,,,,2022
17719,Steven Duggar,-1.30035469,,0.102144721,-0.384442727,-0.097300478,-0.056178379,-0.347397671,-0.517180157,,,,,,,2022
14874,Sam Moll,-1.306486731,,,,,,,,-0.143463459,-0.571098736,-0.159156842,0.342958003,-0.634728332,-0.140997366,2022
17432,Jeff Hoffman,-1.311323153,,,,,,,,0.029481714,-0.571098736,0.140373538,-0.663134843,-0.634728332,0.387783506,2022
17464,Jothan Hernández,-1.323647903,,,,,,,,-0.727153418,-0.571098736,-0.69403252,0.379543198,0.165700503,0.12339307,2022
13183,Zach Davies,-1.348814322,,,,,,,,0.915825726,0.617103098,0.332928782,-1.376546135,-1.168347555,-0.669778238,2022
16943,Sean Newcomb,-1.378961963,,,,,,,,-0.489353805,-0.571098736,-0.39450214,0.452713586,-0.36791872,-0.008802148,2022
5517,Kyle Higashioka,-1.404615185,,-0.13889258,0.41983076,0.216887345,-0.197554508,-1.295929901,-0.408956302,,,,,,,2022
1433,Wilson Ramos,-1.40702937,,-0.758702783,-0.484976913,-0.62094685,-0.641405437,0.872143768,0.226858844,,,,,,,2022
17732,bil Crismatt,-1.407204399,,,,,,,,-0.338026779,-0.571098736,-0.415897167,0.068569045,0.25463704,-0.405387802,2022
19948,Cristian Pache,-1.409913754,,0.171012522,-0.082840169,0.077248313,0.006676017,-0.618406879,-0.963603557,,,,,,,2022
1514,Oliver Pérez,-1.415709772,,,,,,,,-0.705535271,-0.571098736,-0.715427547,0.727102545,0.25463704,-0.405387802,2022
18498,Kenta Maeda,-1.42214838,,,,,,,,-1.137898204,-0.571098736,-1.100538035,0.379543198,1.677621635,-0.669778238,2022
18356,Jaime Barría,-1.430297988,,,,,,,,0.483462793,0.617103098,-0.009391652,-1.394838732,-0.456855258,-0.669778238,2022
9927,Brett Gardner,-1.432981322,,-0.035590879,-0.283908541,-0.23693951,-0.124323103,-0.573238678,-0.178980611,,,,,,,2022
18365,Lewin Díaz,-1.482046727,,-0.448797681,-0.082840169,-0.306759027,-0.450886858,-0.392565872,0.19980288,,,,,,,2022
2829,Manny Piña,-1.482512145,,-0.379929881,-0.082840169,-0.23693951,-0.341951664,-0.437734074,-0.003116847,,,,,,,2022
17710,Matt Beaty,-1.488301122,,-0.552099382,-0.585511099,-0.516217576,-0.585658048,0.510798156,0.240386826,,,,,,,2022
20536,Vidal Bruján,-1.491510466,,-0.13889258,-0.585511099,-0.376578543,-0.316056763,0.239788948,-0.314260429,,,,,,,2022
16408,Victor González,-1.495786079,,,,,,,,-0.878480444,-0.571098736,-0.84379771,0.818565531,-0.012172572,-0.008802148,2022
16794,Josh James,-1.495891278,,,,,,,,-0.597444538,-0.571098736,-0.437292194,0.306372809,0.076763966,-0.273192584,2022
10811,Mike Foltynewicz,-1.500969437,,,,,,,,0.591553526,0.379462731,0.161768565,-1.596057301,-0.36791872,-0.669778238,2022
21501,Trevor Larch,-1.515534435,,-0.17332648,-0.183374355,-0.167119994,-0.167494938,-0.482902275,-0.341316393,,,,,,,2022
4301,Justin Wilson,-1.523363067,,,,,,,,-0.100227166,-0.571098736,-0.09497176,-0.55337926,-0.723664869,0.519978724,2022
4962,Asdrúbal Cabrera,-1.553464397,,-0.311062081,-0.283908541,-0.202029752,-0.302309907,-0.302229469,-0.151924647,,,,,,,2022
sa977837,Luke Barker,-1.560056704,,,,,,,,-1.051425617,-0.571098736,-1.014957927,0.471006184,1.144002412,-0.53758302,2022
8223,Brett Anderson,-1.564392336,,,,,,,,0.24566318,0.617103098,-0.373107113,-0.571671857,-0.812601406,-0.669778238,2022
2859,Ross Detwiler,-1.565578907,,,,,,,,-0.273172339,-0.571098736,-0.287527005,-0.059479135,-0.101109109,-0.273192584,2022
19953,Josh Lowe,-1.568774151,,-0.345495981,-0.283908541,-0.306759027,-0.385960469,-0.257061268,0.010411135,,,,,,,2022
sa918088,Tobias Myers,-1.580905621,,,,,,,,-0.510971952,-0.095818002,-0.54426733,-0.370453288,0.610383189,-0.669778238,2022
27498,Spencer Strider,-1.597891946,,,,,,,,-0.554208245,-0.333458369,-0.480082249,0.141739434,0.165700503,-0.53758302,2022
12249,Ryan Sherriff,-1.609007522,,,,,,,,-0.359644925,-0.571098736,-0.415897167,0.160032031,-0.545791795,0.12339307,2022
13836,Matt Duffy,-1.615839936,,-0.448797681,-0.786579471,-0.586037092,-0.474285653,1.007648372,-0.327788411,,,,,,,2022
15915,Víctor Arano,-1.616171344,,,,,,,,-1.09466191,-0.571098736,-1.057747981,0.544176573,1.232938949,-0.669778238,2022
sa3004139,MJ Melendez,-1.625297565,,-0.517665482,-0.384442727,-0.411488301,-0.525002304,-0.257061268,0.470362517,,,,,,,2022
23493,Nick Snyder,-1.643714718,,,,,,,,-0.727153418,-0.571098736,-0.69403252,0.105154239,-0.012172572,0.255588288,2022
19683,Mike Brosseau,-1.643839749,,-0.345495981,-0.283908541,-0.306759027,-0.370689665,-0.347397671,0.010411135,,,,,,,2022
7836,Hunter Strickland,-1.692197486,,,,,,,,-0.165081605,-0.571098736,-0.180551869,-0.663134843,-0.36791872,0.255588288,2022
17170,Gabe Speier,-1.700940388,,,,,,,,-0.510971952,-0.571098736,-0.54426733,0.342958003,-0.012172572,-0.405387802,2022
16221,Bradley Zimmer,-1.738562371,,0.102144721,-0.183374355,-0.097300478,-0.085796105,-0.889416088,-0.584820066,,,,,,,2022
19266,Taylor Widener,-1.74289991,,,,,,,,-0.143463459,-0.333458369,-0.116366787,-0.772890427,-0.36791872,-0.008802148,2022
19866,Brandon Bielak,-1.751233395,,,,,,,,-0.489353805,-0.571098736,-0.501477276,0.141739434,-0.190045646,-0.140997366,2022
16466,Brent Honeywell Jr.,-1.763434592,,,,,,,,-0.186699752,-0.333458369,-0.308922032,-0.516794066,-0.012172572,-0.405387802,2022
6785,Andrew Miller,-1.806878073,,,,,,,,-0.381263072,-0.571098736,-0.351712086,-0.260697705,-0.101109109,-0.140997366,2022
17273,Jorge Mateo,-1.806990031,,-0.035590879,-0.384442727,-0.167119994,-0.161507388,-0.257061268,-0.801267775,,,,,,,2022
17181,Yoan López,-1.820618839,,,,,,,,-0.619062685,-0.571098736,-0.629847439,-0.022893941,-0.101109109,0.12339307,2022
13654,Jharel Cotton,-1.832728224,,,,,,,,-0.446117512,-0.571098736,-0.415897167,-0.022893941,-0.36791872,-0.008802148,2022
17734,Evan Phillips,-1.832898591,,,,,,,,-0.554208245,-0.571098736,-0.480082249,0.324665406,-0.278982183,-0.273192584,2022
19647,Matt Foster,-1.833059357,,,,,,,,-0.597444538,-0.571098736,-0.565662357,-0.169234719,0.343573577,-0.273192584,2022
12178,Domingo Tapia,-1.834168783,,,,,,,,-0.165081605,-0.571098736,-0.330317059,-0.205819913,-1.34622063,0.78436916,2022
21018,Francisco Perez,-1.836032639,,,,,,,,-0.662298978,-0.571098736,-0.587057384,0.269787614,-0.012172572,-0.273192584,2022
6216,Dellin Betances,-1.837375507,,,,,,,,-0.554208245,-0.571098736,-0.458687222,0.031983851,-0.012172572,-0.273192584,2022
17117,Austin Davis,-1.845114222,,,,,,,,-0.338026779,-0.571098736,-0.266131977,-0.42533108,-0.36791872,0.12339307,2022
19350,Dean Kremer,-1.854163338,,,,,,,,0.180808741,0.379462731,-0.009391652,-1.321668343,-0.545791795,-0.53758302,2022
17536,Ryan Burr,-1.864751616,,,,,,,,-0.402881218,-0.571098736,-0.437292194,0.324665406,-0.901537944,0.12339307,2022
17548,Taylor Ward,-1.895423891,,-0.689834982,-0.585511099,-0.725676124,-0.690305297,0.284957149,0.510946463,,,,,,,2022
12890,Alex Claudio,-1.909270272,,,,,,,,-0.532590098,-0.571098736,-0.651242466,0.397835795,-0.278982183,-0.273192584,2022
15046,Trevor Gott,-1.952642356,,,,,,,,-0.359644925,-0.571098736,-0.330317059,-0.846060815,-0.101109109,0.255588288,2022
19482,Andrew Vasquez,-1.957087939,,,,,,,,-0.964953031,-0.571098736,-0.865192737,0.727102545,0.25463704,-0.53758302,2022
sa3008605,Kyle Bradish,-1.966338879,,,,,,,,-0.229936045,-0.095818002,-0.223341923,-0.333868094,-0.545791795,-0.53758302,2022
8110,Bryan Shaw,-1.974804946,,,,,,,,-0.273172339,-0.571098736,-0.330317059,-0.461916274,-0.990474481,0.652173942,2022
